start_date,end_date,national_total,districts
2015-02-21,2015-02-27,615,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 142}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 61}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 37}, {'district': <District.Kandy: 'Kandy'>, 'cases': 21}, {'district': <District.Matale: 'Matale'>, 'cases': 16}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 1}, {'district': <District.Galle: 'Galle'>, 'cases': 24}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 11}, {'district': <District.Matara: 'Matara'>, 'cases': 7}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 53}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 1}, {'district': <District.Mannar: 'Mannar'>, 'cases': 1}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 3}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 1}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 69}, {'district': <District.Ampara: 'Ampara'>, 'cases': 3}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 18}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 20}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 29}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 5}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 14}, {'district': <District.Badulla: 'Badulla'>, 'cases': 9}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 8}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 33}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 14}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 14}]"
2024-10-26,2024-11-01,672,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 161}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 98}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 31}, {'district': <District.Kandy: 'Kandy'>, 'cases': 74}, {'district': <District.Matale: 'Matale'>, 'cases': 43}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 4}, {'district': <District.Galle: 'Galle'>, 'cases': 21}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 9}, {'district': <District.Matara: 'Matara'>, 'cases': 29}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 7}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 1}, {'district': <District.Mannar: 'Mannar'>, 'cases': 7}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 1}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 1}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 7}, {'district': <District.Ampara: 'Ampara'>, 'cases': 3}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 4}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 21}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 15}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 6}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 6}, {'district': <District.Badulla: 'Badulla'>, 'cases': 14}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 28}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 54}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 24}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 3}]"
2017-04-15,2017-04-21,2007,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 332}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 389}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 152}, {'district': <District.Kandy: 'Kandy'>, 'cases': 41}, {'district': <District.Matale: 'Matale'>, 'cases': 13}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 10}, {'district': <District.Galle: 'Galle'>, 'cases': 16}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 32}, {'district': <District.Matara: 'Matara'>, 'cases': 50}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 96}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 11}, {'district': <District.Mannar: 'Mannar'>, 'cases': 8}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 24}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 3}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 269}, {'district': <District.Ampara: 'Ampara'>, 'cases': 10}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 190}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 103}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 36}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 24}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 23}, {'district': <District.Badulla: 'Badulla'>, 'cases': 14}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 28}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 20}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 56}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 42}]"
2012-06-16,2012-06-22,116,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 0}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 0}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 0}, {'district': <District.Kandy: 'Kandy'>, 'cases': 0}, {'district': <District.Matale: 'Matale'>, 'cases': 0}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 0}, {'district': <District.Galle: 'Galle'>, 'cases': 2}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 0}, {'district': <District.Matara: 'Matara'>, 'cases': 0}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 1}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 0}, {'district': <District.Mannar: 'Mannar'>, 'cases': 0}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 0}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 6}, {'district': <District.Ampara: 'Ampara'>, 'cases': 0}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 1}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 10}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 0}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 8}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 0}, {'district': <District.Badulla: 'Badulla'>, 'cases': 0}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 0}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 87}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 0}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 1}]"
2020-08-22,2020-08-28,373,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 52}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 62}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 28}, {'district': <District.Kandy: 'Kandy'>, 'cases': 98}, {'district': <District.Matale: 'Matale'>, 'cases': 5}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 3}, {'district': <District.Galle: 'Galle'>, 'cases': 10}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 5}, {'district': <District.Matara: 'Matara'>, 'cases': 5}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 9}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 1}, {'district': <District.Mannar: 'Mannar'>, 'cases': 0}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 0}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 1}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 9}, {'district': <District.Ampara: 'Ampara'>, 'cases': 1}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 1}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 24}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 8}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 2}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 0}, {'district': <District.Badulla: 'Badulla'>, 'cases': 3}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 0}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 30}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 12}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 4}]"
2009-03-21,2009-03-27,22,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 25}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 10}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 22}, {'district': <District.Kandy: 'Kandy'>, 'cases': 38}, {'district': <District.Matale: 'Matale'>, 'cases': 18}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 1}, {'district': <District.Galle: 'Galle'>, 'cases': 2}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 0}, {'district': <District.Matara: 'Matara'>, 'cases': 6}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 0}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 0}, {'district': <District.Mannar: 'Mannar'>, 'cases': 0}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 0}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 28}, {'district': <District.Ampara: 'Ampara'>, 'cases': 0}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 1}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 17}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 2}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 26}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 1}, {'district': <District.Badulla: 'Badulla'>, 'cases': 0}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 0}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 2}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 27}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 0}]"
2008-01-19,2008-01-25,155,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 38}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 15}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 18}, {'district': <District.Kandy: 'Kandy'>, 'cases': 4}, {'district': <District.Matale: 'Matale'>, 'cases': 2}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 0}, {'district': <District.Galle: 'Galle'>, 'cases': 5}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 8}, {'district': <District.Matara: 'Matara'>, 'cases': 5}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 0}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 0}, {'district': <District.Mannar: 'Mannar'>, 'cases': 0}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 2}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 8}, {'district': <District.Ampara: 'Ampara'>, 'cases': 0}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 14}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 12}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 12}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 3}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 3}, {'district': <District.Badulla: 'Badulla'>, 'cases': 1}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 1}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 2}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 2}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 0}]"
2021-08-28,2021-09-03,3359,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 50}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 17}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 23}, {'district': <District.Kandy: 'Kandy'>, 'cases': 17}, {'district': <District.Matale: 'Matale'>, 'cases': 0}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 0}, {'district': <District.Galle: 'Galle'>, 'cases': 3}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 0}, {'district': <District.Matara: 'Matara'>, 'cases': 4}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 0}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 1}, {'district': <District.Mannar: 'Mannar'>, 'cases': 0}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 0}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 1}, {'district': <District.Ampara: 'Ampara'>, 'cases': 0}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 0}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 5}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 1}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 1}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 0}, {'district': <District.Badulla: 'Badulla'>, 'cases': 0}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 1}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 1}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 3}]"
2017-12-25,2017-12-01,2228,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 320}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 234}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 159}, {'district': <District.Kandy: 'Kandy'>, 'cases': 201}, {'district': <District.Matale: 'Matale'>, 'cases': 58}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 8}, {'district': <District.Galle: 'Galle'>, 'cases': 109}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 43}, {'district': <District.Matara: 'Matara'>, 'cases': 47}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 108}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 15}, {'district': <District.Mannar: 'Mannar'>, 'cases': 2}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 19}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 5}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 81}, {'district': <District.Ampara: 'Ampara'>, 'cases': 5}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 29}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 185}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 232}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 53}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 20}, {'district': <District.Badulla: 'Badulla'>, 'cases': 39}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 71}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 64}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 68}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 53}]"
2012-02-18,2012-02-24,546,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 128}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 83}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 29}, {'district': <District.Kandy: 'Kandy'>, 'cases': 37}, {'district': <District.Matale: 'Matale'>, 'cases': 15}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 8}, {'district': <District.Galle: 'Galle'>, 'cases': 20}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 14}, {'district': <District.Matara: 'Matara'>, 'cases': 40}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 6}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 0}, {'district': <District.Mannar: 'Mannar'>, 'cases': 2}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 2}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 20}, {'district': <District.Ampara: 'Ampara'>, 'cases': 2}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 6}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 47}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 7}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 5}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 10}, {'district': <District.Badulla: 'Badulla'>, 'cases': 3}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 3}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 38}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 18}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 3}]"
2014-10-04,2014-10-10,545,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 149}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 115}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 27}, {'district': <District.Kandy: 'Kandy'>, 'cases': 39}, {'district': <District.Matale: 'Matale'>, 'cases': 6}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 2}, {'district': <District.Galle: 'Galle'>, 'cases': 7}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 4}, {'district': <District.Matara: 'Matara'>, 'cases': 29}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 29}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 0}, {'district': <District.Mannar: 'Mannar'>, 'cases': 11}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 0}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 0}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 4}, {'district': <District.Ampara: 'Ampara'>, 'cases': 0}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 2}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 42}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 4}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 1}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 6}, {'district': <District.Badulla: 'Badulla'>, 'cases': 20}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 7}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 29}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 10}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 2}]"
2017-09-09,2017-09-15,59,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 219}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 245}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 170}, {'district': <District.Kandy: 'Kandy'>, 'cases': 206}, {'district': <District.Matale: 'Matale'>, 'cases': 35}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 8}, {'district': <District.Galle: 'Galle'>, 'cases': 70}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 48}, {'district': <District.Matara: 'Matara'>, 'cases': 66}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 75}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 15}, {'district': <District.Mannar: 'Mannar'>, 'cases': 0}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 10}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 5}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 33}, {'district': <District.Ampara: 'Ampara'>, 'cases': 13}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 8}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 102}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 75}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 20}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 9}, {'district': <District.Badulla: 'Badulla'>, 'cases': 65}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 62}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 160}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 126}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 26}]"
2016-01-23,2016-01-29,1221,"[{'district': <District.Colombo: 'Colombo'>, 'cases': 472}, {'district': <District.Gampaha: 'Gampaha'>, 'cases': 106}, {'district': <District.Kalutara: 'Kalutara'>, 'cases': 59}, {'district': <District.Kandy: 'Kandy'>, 'cases': 64}, {'district': <District.Matale: 'Matale'>, 'cases': 13}, {'district': <District.Nuwara_Eliya: 'Nuwara Eliya'>, 'cases': 8}, {'district': <District.Galle: 'Galle'>, 'cases': 43}, {'district': <District.Hambantota: 'Hambantota'>, 'cases': 25}, {'district': <District.Matara: 'Matara'>, 'cases': 33}, {'district': <District.Jaffna: 'Jaffna'>, 'cases': 137}, {'district': <District.Kilinochchi: 'Kilinochchi'>, 'cases': 3}, {'district': <District.Mannar: 'Mannar'>, 'cases': 8}, {'district': <District.Vavuniya: 'Vavuniya'>, 'cases': 15}, {'district': <District.Mullaitivu: 'Mullaitivu'>, 'cases': 12}, {'district': <District.Batticaloa: 'Batticaloa'>, 'cases': 32}, {'district': <District.Ampara: 'Ampara'>, 'cases': 0}, {'district': <District.Trincomalee: 'Trincomalee'>, 'cases': 20}, {'district': <District.Kurunegala: 'Kurunegala'>, 'cases': 60}, {'district': <District.Puttalam: 'Puttalam'>, 'cases': 16}, {'district': <District.Anuradhapura: 'Anuradhapura'>, 'cases': 21}, {'district': <District.Polonnaruwa: 'Polonnaruwa'>, 'cases': 4}, {'district': <District.Badulla: 'Badulla'>, 'cases': 14}, {'district': <District.Moneragala: 'Moneragala'>, 'cases': 5}, {'district': <District.Ratnapura: 'Ratnapura'>, 'cases': 13}, {'district': <District.Kegalle: 'Kegalle'>, 'cases': 33}, {'district': <District.Kalmunai: 'Kalmunai'>, 'cases': 5}]"
